DOB,NO_OF_CHLD,NO_OF_VHCL,GNDR_CD,EDU_DESC,MRRY_DESC,OCPN_DESC,ADDR_PRVC,ADDR_ZIP,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT,DPST_END_BAL,DPST_TXN_CNT,DPST_TXN_CNT_AVG,DPST_TXN_CNT_MIN,DPST_TXN_CNT_MAX,DPST_INFLW_CNT,DPST_INFLW_CNT_MIN,DPST_INFLW_CNT_MAX,DPST_OTFLW_CNT,DPST_OTFLW_CNT_MIN,DPST_OTFLW_CNT_MAX,DPST_INFLW_AMT_TOT,DPST_OTFLW_AMT_TOT,DOB_prev,NO_OF_CHLD_prev,NO_OF_VHCL_prev,GNDR_CD_prev,EDU_DESC_prev,MRRY_DESC_prev,OCPN_DESC_prev,ADDR_PRVC_prev,ADDR_ZIP_prev,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT_prev,DPST_END_BAL_prev,DPST_TXN_CNT_prev,DPST_TXN_CNT_AVG_prev,DPST_TXN_CNT_MIN_prev,DPST_TXN_CNT_MAX_prev,DPST_INFLW_CNT_prev,DPST_INFLW_CNT_MIN_prev,DPST_INFLW_CNT_MAX_prev,DPST_OTFLW_CNT_prev,DPST_OTFLW_CNT_MIN_prev,DPST_OTFLW_CNT_MAX_prev,DPST_INFLW_AMT_TOT_prev,DPST_OTFLW_AMT_TOT_prev,DOB_match,NO_OF_CHLD_match,NO_OF_VHCL_match,GNDR_CD_match,EDU_DESC_match,MRRY_DESC_match,OCPN_DESC_match,ADDR_PRVC_match,ADDR_ZIP_match,cust_id
1/8/1962,0,null,M,null,married,commerce employee,ร้อยเอ็ด,45000,3,3,1,null,2,null,null,1,50.08,0,0,0,0,0,0,0,0,0,0,0,0,1/8/1962,0,null,M,null,married,service business employee,ร้อยเอ็ด,45000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,2448
1/4/1999,0,null,M,null,married,commerce employee,อุดรธานี,41000,4,4,1,null,3,1,null,1,0.02,4,2,2,2,2,1,1,2,1,1,18577.07,18578,1/4/1999,0,null,M,null,single,industrial business employee,ระยอง,21140,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,FALSE,FALSE,FALSE,FALSE,2449
1/11/1992,0,0,F,high school,single,commerce employee,กรุงเทพมหานคร,10260,5,5,5,null,2,null,null,1,7105.3,131,6.89,1,17,42,2,5,89,1,12,80923.92,74219.5,1/11/1992,0,0,F,high school,single,commerce employee,กรุงเทพมหานคร,10400,3,3,2,null,2,null,null,2,1000.4,77,4.28,1,12,35,1,5,42,1,7,144833,143833,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2450
1/7/1999,0,null,F,others,others,"student, university student",กรุงเทพมหานคร,10520,3,3,2,null,2,null,null,2,0.01,175,6.03,2,14,20,1,4,155,2,12,57214.74,68222.62,1/7/1999,0,null,F,others,others,"student, university student",ขอนแก่น,40150,4,4,1,null,3,null,null,1,0.06,22,2,2,2,11,1,1,11,1,1,1100,1100,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2451
1/3/1966,0,0,M,less than high school,single,service business employee,สมุทรสาคร,74110,4,4,1,null,4,1,null,1,10.15,40,2.35,1,8,8,1,1,32,1,7,16566,16605.33,1/3/1966,0,0,M,less than high school,married - registered,service business employee,กรุงเทพมหานคร,10160,6,6,2,1,4,1,null,1,5175.14,51,2.32,1,7,6,1,1,45,1,6,36090,35112.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2452
1/1/1964,0,1,F,bachelor's degree,single,unemployed,ชลบุรี,20000,3,3,1,1,1,null,null,1,5.47,39,4.88,2,10,19,1,5,20,1,5,6205,6700,1/1/1964,0,1,F,bachelor's degree,single,state enterprise employee,ชลบุรี,20000,2,2,null,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2453
1/4/1987,0,1,M,bachelor's degree,divorce,service business employee,กรุงเทพมหานคร,10220,3,3,3,null,1,null,null,2,0,5,2.5,2,3,2,1,1,3,1,2,60875.01,60875.01,1/4/1987,0,1,M,bachelor's degree,married,commerce employee,กรุงเทพมหานคร,10220,4,4,3,1,1,null,null,2,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2454
1/12/1979,1,1,F,bachelor's degree,single,housewife/househusband,กรุงเทพมหานคร,10510,2,2,null,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/12/1979,1,1,F,bachelor's degree,married,service business employee,กรุงเทพมหานคร,10510,2,2,null,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2455
1/12/1988,0,0,F,less than high school,married,unemployed,นราธิวาส,96190,2,2,1,null,1,null,null,1,0,1,1,1,1,0,0,0,1,1,1,0,0.73,1/12/1988,0,0,F,less than high school,married,unemployed,กรุงเทพมหานคร,10230,3,3,2,null,3,2,null,2,200.19,22,1.83,1,4,10,1,2,12,1,3,8800,9838,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2456
1/4/1995,0,0,F,high school,single,commerce employee,สมุทรปราการ,10290,1,1,1,null,null,1,null,1,16.24,0,0,0,0,0,0,0,0,0,0,0,0,1/4/1995,0,0,F,high school,single,education practitioner,ศรีสะเกษ,33180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2457
1/1/2000,0,null,F,null,single,freelance,บึงกาฬ,38000,4,3,3,null,2,1,null,2,229418.22,41,2.93,1,10,11,1,4,30,1,6,62144.74,55045.81,1/1/2000,0,null,F,null,single,service business employee,ชลบุรี,20150,4,4,1,null,3,1,null,1,3006.22,88,3.67,1,11,13,1,2,75,1,10,62770,63052,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,FALSE,FALSE,2458
1/6/1991,0,0,F,less than high school,single,commerce entrepreneur,นครราชสีมา,30000,4,4,1,null,3,2,null,1,54457.27,25,1.67,1,4,6,1,3,19,1,4,11400,17641,1/6/1991,0,0,F,less than high school,single,"student, university student",นครราชสีมา,30000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2459
1/11/1990,0,null,F,bachelor's degree,single,agricultural/ agro industry entrepreneur,ฉะเชิงเทรา,24180,4,4,2,1,1,1,null,1,183.13,26,2.6,1,8,9,1,2,17,1,7,39291,39218.47,1/11/1990,0,null,F,null,single,industrial business employee,ฉะเชิงเทรา,24180,2,2,1,null,1,1,null,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,2460
1/7/1978,0,null,F,vocational certificate/ diploma,others,industrial business employee,ฉะเชิงเทรา,24140,3,3,1,null,2,1,null,1,182.42,6,1.5,1,2,2,1,1,4,1,1,26784,27200,1/7/1978,0,null,F,vocational certificate/ diploma,others,industrial business employee,ปทุมธานี,12120,3,3,1,null,2,1,null,1,10,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2461
1/4/1998,0,null,F,null,single,service business employee,ปราจีนบุรี,25140,4,4,2,null,4,null,null,1,1959.9,118,4.54,1,24,31,1,5,87,1,21,53955,64235.97,1/4/1998,0,null,F,null,single,industrial business employee,ปราจีนบุรี,25140,3,3,1,null,2,null,null,1,5060.26,72,2.77,1,14,11,1,3,61,1,11,31097.27,33243,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,2462
1/2/1999,0,null,M,others,single,service business employee,กรุงเทพมหานคร,10520,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/2/1999,0,null,M,others,others,"student, university student",ร้อยเอ็ด,45150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2463
1/5/1966,0,1,F,less than high school,married,service business entrepreneur,สระบุรี,18000,3,3,3,null,2,1,null,3,3182.94,267,8.9,1,19,127,1,8,140,1,11,688321.23,693156.44,1/5/1966,0,1,F,less than high school,married - registered,service business entrepreneur,สระบุรี,18000,4,4,3,null,3,1,null,3,494028.83,127,4.54,1,11,62,1,6,65,1,7,420282,501533.72,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2464
1/10/1963,0,1,F,less than high school,single,government employee,แพร่,54000,3,3,1,null,2,1,null,1,231459.97,1,1,1,1,0,0,0,1,1,1,0,5000,1/10/1963,0,1,F,less than high school,single,judicial officer (judge),แพร่,54000,3,3,1,null,2,null,null,1,8100.78,3,1,1,1,1,1,1,2,1,1,2500,5159.43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2465
1/10/1964,0,0,M,bachelor's degree,married,commerce entrepreneur,อุดรธานี,41360,4,4,1,null,3,1,null,1,21694.64,17,1.55,1,6,5,1,1,12,1,6,11959.8,21636.64,1/10/1964,0,0,M,bachelor's degree,married,commerce entrepreneur,อุดรธานี,41220,3,3,1,null,3,1,null,1,17809.99,23,1.64,1,5,2,1,1,21,1,5,7000,40212.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2466
1/9/1997,0,null,F,null,single,commerce employee,ชลบุรี,20220,2,2,2,null,1,2,null,2,2588.37,2,1,1,1,2,1,1,0,0,0,350.02,0,1/9/1997,0,null,F,null,single,"student, university student",ชลบุรี,20220,2,2,2,null,1,2,null,2,400091.88,16,2.67,1,8,9,1,5,7,1,3,1475000,1074947,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,2467
1/9/1990,0,0,M,bachelor's degree,single,freelance,กรุงเทพมหานคร,10400,4,4,2,null,3,1,null,2,9618.41,30,1.58,1,3,7,1,1,23,1,2,13551.83,22810.47,1/9/1990,0,0,M,bachelor's degree,single,"student, university student",อุดรธานี,41000,4,4,1,null,4,1,null,1,10200.34,18,2.57,1,11,3,1,1,15,1,11,11250,3686.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2468
1/6/1995,0,0,M,vocational certificate,single,commerce entrepreneur,กาญจนบุรี,71190,3,3,1,null,2,null,null,1,0,1,1,1,1,0,0,0,1,1,1,0,1.88,1/6/1995,0,0,M,vocational certificate,single,commerce entrepreneur,กาญจนบุรี,71000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2469
1/4/2003,0,null,F,null,single,commerce entrepreneur,ตาก,63160,4,4,1,null,3,null,null,1,72.74,51,2.32,1,6,5,1,3,46,1,6,11250,20819.12,1/4/2003,0,null,F,null,single,freelance,ตาก,63160,4,4,2,null,3,null,null,2,1777.19,136,4.39,1,11,13,1,4,123,1,10,92123.62,91847.42,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,2470
1/3/1998,0,null,F,others,single,industrial business employee,มหาสารคาม,44150,3,3,2,null,3,1,null,2,225.24,114,4.07,1,11,66,1,8,48,1,5,27361.14,29842.9,1/3/1998,0,null,F,null,single,"student, university student",มหาสารคาม,44150,3,3,1,null,2,1,null,1,6110.46,30,1.58,1,4,7,1,2,23,1,3,4682.12,3583.8,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,2471
1/3/1986,0,1,F,bachelor's degree,single,industrial business employee,ปทุมธานี,12130,3,3,1,1,2,null,null,1,0.67,23,2.88,1,5,12,1,2,11,1,3,213955.61,213955.28,1/3/1986,0,1,F,bachelor's degree,single,commerce employee,ปทุมธานี,12130,4,4,1,null,3,null,null,1,1600,1003,32.35,6,69,284,1,22,719,4,47,78503.73,77219.91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2472
1/10/1974,2,1,F,bachelor's degree,married - registered,nurse,กรุงเทพมหานคร,10700,6,5,4,2,3,1,null,2,69592.33,76,3.04,1,8,9,1,2,67,1,8,128125.9,475732.52,1/10/1974,2,1,F,bachelor's degree,married,nurse,กรุงเทพมหานคร,10700,6,5,4,1,4,1,null,2,356056.84,88,3.03,1,7,19,1,3,69,1,6,95672.4,74138.58,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2473
1/1/1974,0,0,M,high school,single,service business employee,ระยอง,21120,3,3,2,null,3,null,null,2,4982.02,27,2.25,1,6,5,1,2,22,1,4,22327,24708.67,1/1/1974,0,0,M,high school,single,"employee of company, store, office",ระยอง,21120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2474
1/8/1971,0,0,M,high school,married,industrial business employee,พระนครศรีอยุธยา,13170,4,4,2,null,2,1,null,1,777.86,7,3.5,2,5,2,1,1,5,1,4,18254.5,17540,1/8/1971,0,0,M,high school,married,service business employee,ปทุมธานี,12130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2475
1/9/1976,0,0,M,null,married,service business entrepreneur,นครราชสีมา,30170,2,2,1,null,1,null,null,1,184.38,1,1,1,1,0,0,0,1,1,1,0,50,1/9/1976,0,0,M,null,married,freelance,อำนาจเจริญ,37110,2,2,1,null,1,null,null,1,858.31,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,null,TRUE,FALSE,FALSE,FALSE,2476
1/6/1987,0,0,F,high school,married,industrial business employee,สุรินทร์,32190,4,4,1,null,3,1,null,1,89.68,32,2.46,1,5,12,1,3,20,1,5,16760,16705,1/6/1987,0,0,F,high school,married - registered,industrial business employee,สมุทรปราการ,10280,3,3,2,null,2,1,null,2,40.23,65,2.6,1,8,23,1,3,42,1,8,7270,26275,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2477
1/7/2004,0,null,F,null,single,service business employee,ปทุมธานี,12150,4,4,1,null,3,1,null,1,0.48,119,5.67,1,14,19,1,3,100,1,12,24484.27,24509.27,1/7/2004,0,null,F,null,single,service business employee,นนทบุรี,11120,null,null,null,null,null,null,null,1,3000.01,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,null,TRUE,TRUE,FALSE,FALSE,2478
1/11/1993,0,null,M,null,single,freelance,ลพบุรี,15210,3,3,2,null,2,1,null,2,6.57,117,4.5,1,11,33,1,4,84,1,9,13512,13606.89,1/11/1993,0,null,M,null,single,freelance,ราชบุรี,70000,3,3,1,null,3,null,null,1,6.15,16,1.45,1,4,6,1,1,10,1,4,2050,2087.63,TRUE,TRUE,null,TRUE,null,TRUE,TRUE,FALSE,FALSE,2479
1/6/1953,0,0,M,bachelor's degree,single,service business entrepreneur,กรุงเทพมหานคร,10310,3,3,1,1,1,null,null,1,205861.42,11,2.75,1,4,5,1,4,6,1,3,250776,295980,1/6/1953,0,null,M,bachelor's degree,married - registered,service business entrepreneur,กรุงเทพมหานคร,10310,5,5,1,2,2,null,null,1,983404.69,4,1.33,1,2,3,1,1,1,1,1,117176,50000,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2480
1/3/1993,0,0,M,bachelor's degree,single,nurse,ขอนแก่น,40150,3,3,1,null,2,1,null,1,17.4,0,0,0,0,0,0,0,0,0,0,0,0,1/3/1993,0,0,M,bachelor's degree,single,nurse,กรุงเทพมหานคร,10700,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2481
1/6/1993,0,0,F,vocational certificate,single,commerce employee,กรุงเทพมหานคร,10250,2,2,1,null,1,null,null,1,0,1,1,1,1,0,0,0,1,1,1,0,0.4,1/6/1993,0,0,F,vocational certificate,single,commerce employee,กรุงเทพมหานคร,10240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2482
1/9/1982,0,0,F,high school,single,industrial business employee,กำแพงเพชร,62140,5,5,1,null,5,null,null,1,71786.9,10,1.25,1,2,1,1,1,9,1,2,18800,28820,1/9/1982,0,0,F,high school,single,industrial business employee,กำแพงเพชร,62130,5,5,1,null,5,2,null,1,52791.22,6,1.2,1,2,1,1,1,5,1,2,61700,19020,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2483
1/1/1988,0,null,M,bachelor's degree,married - registered,government employee,สมุทรปราการ,10280,7,6,3,4,2,null,null,1,13465.65,13,1.86,1,4,5,2,3,8,1,2,22270,23280.05,1/1/1988,0,null,M,bachelor's degree,single,"teacher and executive in kindergarten; primary, secondary, vocational school",สมุทรปราการ,10280,3,3,null,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2484
1/10/1975,1,0,F,vocational certificate,single,industrial business employee,กรุงเทพมหานคร,10260,6,6,1,3,5,null,null,1,1000.23,321,20.06,1,37,52,1,7,269,1,30,248646,237642,1/10/1975,0,0,F,vocational certificate,married - registered,industrial business employee,กรุงเทพมหานคร,10260,7,7,1,2,5,null,null,1,7009.91,675,24.11,3,51,131,1,11,544,2,44,552841.75,564835.71,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2485
1/10/1986,0,1,F,high school,married,freelance,นนทบุรี,11150,1,1,1,null,null,null,null,1,4014.51,1,1,1,1,1,1,1,0,0,0,300,0,1/10/1986,0,1,F,high school,married,service business employee,นนทบุรี,11150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2486
1/6/1975,1,0,M,bachelor's degree,married,architect,นนทบุรี,11120,2,2,1,null,1,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/1975,1,0,M,bachelor's degree,married,"employee of company, store, office",กรุงเทพมหานคร,10310,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2487
1/8/1996,0,0,M,bachelor's degree,single,engineer,กรุงเทพมหานคร,10400,3,3,1,null,2,null,null,1,7454.61,158,5.45,1,12,19,1,3,139,1,11,81670,77975.89,1/8/1996,0,0,M,bachelor's degree,single,"student, university student",กรุงเทพมหานคร,10400,3,3,1,null,2,null,null,1,3528.18,136,4.39,1,16,21,1,3,115,1,14,56820,60548.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2488
1/7/1984,0,0,F,less than high school,single,freelance,สงขลา,90320,2,2,1,null,1,1,null,1,1904.74,88,3.03,1,9,61,1,5,27,1,4,55070,54356,1/7/1984,0,0,F,less than high school,single,commerce entrepreneur,พิจิตร,66000,2,2,1,null,1,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2489
1/3/1995,0,null,M,high school,married - registered,commerce entrepreneur,กรุงเทพมหานคร,10150,5,5,2,1,2,1,null,1,0.34,2,2,2,2,1,1,1,1,1,1,10000,10000,1/3/1995,0,null,M,others,married - registered,state enterprise employee,กรุงเทพมหานคร,10150,2,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2490
1/11/1983,0,0,F,bachelor's degree,single,commerce employee,กรุงเทพมหานคร,10140,5,5,4,2,2,1,null,1,11567.74,36,2.4,1,6,7,1,3,29,1,4,45185.76,38143.98,1/11/1983,0,0,F,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10140,6,6,4,1,4,1,null,1,291.74,43,2.87,1,7,16,1,4,27,1,5,108191,113477.68,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2491
1/12/1970,0,1,F,bachelor's degree,married,"teacher and executive in kindergarten; primary, secondary, vocational school",กระบี่,81000,2,2,1,null,1,null,null,1,90101.14,0,0,0,0,0,0,0,0,0,0,0,0,1/12/1970,0,1,F,bachelor's degree,married - registered,"teacher and executive in kindergarten; primary, secondary, vocational school",กระบี่,81000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2492
1/7/1968,null,null,M,null,null,freelance,นครสวรรค์,60140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/7/1968,null,null,M,null,null,freelance,nsn,60140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,null,null,TRUE,null,null,TRUE,FALSE,TRUE,2493
1/2/2002,0,null,F,others,single,service business employee,ภูเก็ต,83000,3,3,2,null,2,1,null,2,68006.56,10,1.11,1,2,2,1,1,8,1,1,19792.67,13920,1/2/2002,0,null,F,others,single,"student, university student",ระนอง,85000,4,4,1,null,3,1,null,1,0,4,2,1,3,2,2,2,2,1,1,302,302,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2494
1/2/1967,1,1,M,others,single,commerce entrepreneur,ขอนแก่น,40130,3,3,1,2,1,1,null,1,76.22,4,2,2,2,2,1,1,2,1,1,16000,15929,1/2/1967,0,1,M,others,single,service business entrepreneur,ขอนแก่น,40130,4,4,1,2,1,1,null,1,213.26,4,2,2,2,2,1,1,2,1,1,39500,40000,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2495
1/5/2001,0,null,F,others,single,service business employee,นครสวรรค์,60000,3,3,1,1,2,1,null,1,385,38,2.53,1,6,11,1,2,27,1,6,27741,27356,1/5/2001,0,null,F,others,single,industrial business employee,นครสวรรค์,60000,4,4,2,null,4,1,null,2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2496
1/11/1960,0,null,M,bachelor's degree,married,service business entrepreneur,กรุงเทพมหานคร,10240,2,2,1,null,1,null,null,1,15.44,0,0,0,0,0,0,0,0,0,0,0,0,1/11/1960,0,null,M,bachelor's degree,married - registered,businessman,กรุงเทพมหานคร,10240,3,3,1,1,1,1,null,1,12076.84,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2497
1/2/1998,0,0,F,less than high school,single,service business employee,ฉะเชิงเทรา,24110,3,3,1,null,2,1,null,1,245.76,0,0,0,0,0,0,0,0,0,0,0,0,1/2/1998,0,0,F,less than high school,single,service business employee,ปราจีนบุรี,25150,4,4,2,null,5,1,null,2,0,55,2.89,1,9,20,1,4,35,1,5,44524.5,44878.38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2498
1/7/1985,0,1,M,bachelor's degree,single,commerce entrepreneur,สมุทรปราการ,10570,4,4,2,1,2,1,null,2,6161.79,19,1.58,1,2,15,1,2,4,1,2,140003.06,162610,1/7/1985,0,1,M,bachelor's degree,married,industrial entrepreneur,สมุทรปราการ,10540,4,4,2,1,4,1,null,2,5560.77,8,1.6,1,2,4,1,2,4,1,2,7610,5910,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2499
1/1/1960,2,0,F,master's degree,married,housewife/househusband,ปทุมธานี,12130,4,3,2,null,2,1,null,2,602109.3,1,1,1,1,1,1,1,0,0,0,600,0,1/1/1960,2,0,F,master's degree,married,housewife/househusband,ปทุมธานี,12110,4,3,2,null,2,1,null,2,707607.66,9,1.13,1,2,3,1,1,6,1,1,184600,49966.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2500
1/9/1997,0,0,M,high school,single,commerce employee,อำนาจเจริญ,37110,3,3,1,null,2,1,null,1,1.66,63,3.32,1,8,21,1,3,42,1,6,7427,7431.13,1/9/1997,0,0,M,high school,single,"student, university student",อำนาจเจริญ,37110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2501
1/2/1966,0,0,M,bachelor's degree,married,industrial entrepreneur,กาฬสินธุ์,46000,3,3,1,null,2,1,null,1,5196.43,298,9.93,4,20,267,4,18,31,1,4,69528,78286.44,1/2/1966,0,0,M,bachelor's degree,married,industrial entrepreneur,สระบุรี,18180,3,3,1,null,2,null,null,1,52.54,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2502
1/5/1972,1,0,F,high school,single,housewife/househusband,ชลบุรี,20150,4,4,1,null,3,1,null,1,114201.04,9,1.8,1,4,4,1,2,5,1,2,11400,24233,1/5/1972,1,0,F,high school,single,freelance,ชลบุรี,20150,4,4,1,null,3,1,null,1,79.42,14,1.56,1,4,3,1,1,11,1,4,3000,3131.47,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2503
1/12/1979,0,0,M,bachelor's degree,married - non registered,commerce entrepreneur,นนทบุรี,11000,4,4,4,3,1,1,null,2,66157.39,33,1.83,1,4,19,1,3,14,1,2,195817.42,158789.54,1/12/1979,0,0,M,vocational certificate/ diploma,single,commerce entrepreneur,นนทบุรี,11000,4,4,4,4,1,1,null,2,9054.99,40,2.86,1,6,25,1,5,15,1,2,168008.09,159165.37,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2504
1/12/1942,0,null,M,others,married,unemployed,ลพบุรี,15130,2,2,1,null,1,null,null,1,19101.9,2,1,1,1,2,1,1,0,0,0,13700,0,1/12/1942,0,null,M,others,others,agricultural/ agro industry entrepreneur,ลพบุรี,15130,2,2,1,null,1,null,null,1,239037.3,9,1.13,1,2,6,1,2,3,1,1,312130,140000,TRUE,TRUE,null,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2505
